bait	baitGene	prey	preyGene	Quant (SPC or Intensities)	User Controls (SPC or Intensities)	CRAP Controls (SPC)	Avg. SPC	FCA	FCB	SP	iRef	intAct	iRef-Evidence	intAct-Evidence
P32494	NGG1	P38759	VPS29	0|0|1|0	4|1|5|5	-	0.25	0.266933218906	0.211089557499	0.0	0	0	na	na
P32494	NGG1	P38758	TDA3	1|0|0|0	16|15|14|14	-	0.25	0.077673205616	0.0726581593679	0.0	0	0	na	na
P32494	NGG1	P38754	RPL14B	4|3|2|2	0|0|0|0	-	2.75	3.71920168991	3.66474947595	0.94	0	0	na	na
P32494	NGG1	P38174	MAP2	3|0|2|1	12|9|8|13	-	1.5	0.213774038049	0.176482806897	0.0	0	0	na	na
P32494	NGG1	Q00539	NAM8	1|0|0|0	0|0|0|0	-	0.25	1.22405808446	1.17347242077	0.0	0	0	na	na
P32494	NGG1	Q07963	UBR2	0|1|0|1	0|0|0|0	-	0.5	1.5100661658	1.42131068023	0.0	0	0	na	na
P32494	NGG1	Q03771	ACL4	1|1|0|0	0|0|0|0	-	0.5	1.4805373009	1.40000082677	0.0	0	0	na	na
P32494	NGG1	P16550	APA1	0|1|0|0	20|21|18|17	-	0.25	0.0628454628059	0.0581906877355	0.0	0	0	na	na
P32494	NGG1	P50094	IMD4	1|0|1|0	0|0|0|0	-	0.5	1.49723698648	1.41140106406	0.0	0	0	na	na
P32494	NGG1	P21672	RNR3	6|3|0|2	28|33|30|35	-	2.75	0.111148657534	0.088207327417	0.0	0	0	na	na
P32494	NGG1	P38287	CSH1	2|0|1|0	0|0|0|0	-	0.75	1.72129507094	1.5547997974	0.24	0	0	na	na
P32494	NGG1	P40422	RPC10	8|6|5|8	5|3|4|2	-	6.75	1.72337518632	1.54920585665	0.14	0	0	na	na
P32494	NGG1	P38284	ICS2	1|2|0|0	0|0|0|0	-	0.75	1.73701651733	1.55100466619	0.26	0	0	na	na
P32494	NGG1	P48415	SEC16	3|9|8|9	4|4|4|10	-	7.25	1.28456418478	1.09386404789	0.0	0	0	na	na
P32494	NGG1	Q12523	YPL247C	0|1|0|0	6|1|3|7	-	0.25	0.236685305709	0.185933072979	0.0	0	0	na	na
P32494	NGG1	Q07362	PBP4	5|4|2|3	9|10|8|11	-	3.5	0.422662413703	0.391521310718	0.0	0	0	na	na
P32494	NGG1	P38344	REI1	20|25|24|31	1|0|0|0	-	25.0	21.0499745601	19.3776375963	1.0	0	0	na	na
P32494	NGG1	P40498	UTP25	1|1|1|0	0|0|0|0	-	0.75	1.75371620292	1.6838594769	0.0	0	0	na	na
P32494	NGG1	P40553	DOT5	1|1|1|0	0|0|0|0	-	0.75	1.75371620292	1.6838594769	0.0	1	1	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P18494	GLN3	3|3|2|4	2|0|1|1	-	3.0	1.99659417136	1.68650286743	0.55	0	0	na	na
P32494	NGG1	Q03532	HAS1	32|25|16|24	3|4|0|4	-	24.25	6.61793661063	5.23666981978	1.0	0	0	na	na
P32494	NGG1	P00942	TPI1	7|5|5|5	13|12|14|16	-	5.5	0.438302787254	0.418535990866	0.0	0	0	na	na
P32494	NGG1	P47029	ALY2	0|0|1|0	0|0|0|0	-	0.25	1.27317890202	1.20275605893	0.0	0	0	na	na
P32494	NGG1	P39719	FLC2	0|0|0|1	1|0|1|1	-	0.25	0.714433114669	0.593822442489	0.0	0	0	na	na
P32494	NGG1	Q08746	RRS1	8|14|13|11	2|3|2|1	-	11.5	4.26126600968	3.74181701439	0.91	0	0	na	na
P32494	NGG1	Q08745	RPS10A	15|15|13|26	12|13|14|17	-	17.25	1.21917035722	1.12564129962	0.0	0	0	na	na
P32494	NGG1	P39717	GPB2	1|0|0|1	0|0|0|2	-	0.5	0.969372149331	0.82278271552	0.0	0	0	na	na
P32494	NGG1	P39715	ECM1	13|14|18|13	1|0|0|1	-	14.5	10.3945079969	9.18168239249	1.0	0	0	na	na
P32494	NGG1	P53011	SEH1	13|11|9|12	10|15|16|14	-	11.25	0.829832253056	0.763009437719	0.0	0	0	na	na
P32494	NGG1	Q05123	ARP9	12|8|8|7	1|0|3|1	-	8.75	4.33118042524	3.62343434671	0.96	0	0	na	na
P32494	NGG1	Q08162	DIS3	12|2|6|0	0|0|0|0	-	5.0	5.84072885852	4.05761768459	0.55	0	0	na	na
P32494	NGG1	P32263	PRO3	5|6|3|4	19|18|19|18	-	4.5	0.281562218501	0.273023633097	0.0	0	0	na	na
P32494	NGG1	P01123	YPT1	4|3|3|4	15|19|14|17	-	3.5	0.260379819327	0.246690646453	0.0	0	0	na	na
P32494	NGG1	P15992	HSP26	15|12|16|16	48|49|46|45	-	14.75	0.330428243598	0.322249126004	0.0	0	0	na	na
P32494	NGG1	P32468	CDC12	0|1|0|0	24|23|25|13	-	0.25	0.056765016676	0.0484278183593	0.0	0	0	na	na
P32494	NGG1	P00830	ATP2	4|3|2|2	29|29|27|27	-	2.75	0.128171420105	0.123710365693	0.0	0	0	na	na
P32494	NGG1	P32466	HXT3	0|1|1|0	1|0|1|1	-	0.5	0.871769137759	0.715246845061	0.0	0	0	na	na
P32494	NGG1	P32463	ACP1	0|1|0|0	6|6|3|4	-	0.25	0.218385571544	0.187359327398	0.0	0	0	na	na
P32494	NGG1	P00546	CDC28	1|0|0|0	9|14|12|11	-	0.25	0.0979892337969	0.0880760801411	0.0	1	1	 || pubmed:22042866 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:22042866 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P00549	CDC19	74|68|73|82	121|106|122|88	-	74.25	0.688642410831	0.652672312768	0.0	0	0	na	na
P32494	NGG1	P32861	UGP1	13|11|8|8	21|18|20|22	-	10.0	0.513991573193	0.489179991336	0.0	0	0	na	na
P32494	NGG1	P32867	SSO1	0|0|1|1	0|2|2|2	-	0.5	0.610210981249	0.47719772436	0.0	0	0	na	na
P32494	NGG1	Q08562	ULS1	2|0|0|1	0|0|0|0	-	0.75	1.70170311828	1.54003480661	0.05	0	0	na	na
P32494	NGG1	Q01590	SED5	0|1|0|0	0|2|0|0	-	0.25	0.841842014996	0.720124872587	0.0	0	0	na	na
P32494	NGG1	P43321	SMD3	3|3|4|2	2|1|1|1	-	3.0	1.79555235708	1.68704498324	0.31	0	0	na	na
P32494	NGG1	P49166	RPL37A	14|15|12|13	7|7|8|6	-	13.5	1.82283059665	1.76674891693	0.02	0	0	na	na
P32494	NGG1	P49167	RPL38	15|12|17|10	5|4|5|3	-	13.5	2.79297442776	2.55696198886	0.5	0	0	na	na
P32494	NGG1	P32608	RTG2	3|3|3|3	3|3|2|2	-	3.0	1.14976234138	1.09022129932	0.0	1	1	 || pubmed:12446794 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:12446794 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q04500	UTP14	73|73|67|63	2|1|2|0	-	69.0	31.5330097553	26.5728891959	1.0	0	0	na	na
P32494	NGG1	Q04053	SNX41	0|0|1|0	2|2|1|1	-	0.25	0.509861365587	0.450014883724	0.0	0	0	na	na
P32494	NGG1	P32599	SAC6	3|0|2|0	9|9|17|8	-	1.25	0.189831836717	0.148678421579	0.0	0	0	na	na
P32494	NGG1	P32598	GLC7	13|13|8|11	14|16|14|19	-	11.25	0.7267850883	0.689424315957	0.0	0	0	na	na
P32494	NGG1	Q06406	LSM6	2|2|3|2	3|4|4|2	-	2.25	0.777352492272	0.703657723953	0.0	1	1	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P32591	SWI3	21|23|14|26	9|6|6|8	-	21.0	2.65977993761	2.46367480124	0.5	0	0	na	na
P32494	NGG1	P32590	SSE2	2|1|3|2	17|23|17|32	-	2.0	0.129399964683	0.115186370294	0.0	0	0	na	na
P32494	NGG1	P00729	PRC1	2|0|0|1	11|11|12|12	-	0.75	0.135973636234	0.120869166323	0.0	0	0	na	na
P32494	NGG1	P32597	STH1	40|24|25|24	2|1|3|2	-	28.25	9.68370822262	8.60077047977	1.0	0	0	na	na
P32494	NGG1	P24000	RPL24B	6|8|6|7	3|2|2|4	-	6.75	2.06836813618	1.90964346754	0.28	0	0	na	na
P32494	NGG1	Q05900	YHC1	3|3|3|4	0|0|0|0	-	3.25	4.2754964062	4.2473589883	0.96	0	0	na	na
P32494	NGG1	P53836	CAF120	1|0|2|1	0|1|0|1	-	1.0	1.34179091856	1.11308782432	0.26	0	0	na	na
P32494	NGG1	Q05905	HRI1	1|0|3|0	2|3|3|3	-	1.0	0.544541905606	0.421489101159	0.0	0	0	na	na
P32494	NGG1	P53839	GOR1	5|4|4|4	42|40|38|33	-	4.25	0.133955281766	0.129892281564	0.0	0	0	na	na
P32494	NGG1	Q03361	JIP4	1|0|0|1	0|0|0|0	-	0.5	1.47764503382	1.39799784408	0.0	0	0	na	na
P32494	NGG1	Q05812	MSC3	1|0|2|1	4|4|5|2	-	1.0	0.42863628794	0.354832796041	0.0	0	0	na	na
P32494	NGG1	P48363	PAC10	1|1|2|0	2|2|1|1	-	1.0	0.811697008539	0.699793129843	0.01	0	0	na	na
P32494	NGG1	P48361	ASK10	15|10|9|12	1|3|1|2	-	11.5	4.50979299132	4.0905152258	0.98	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q05580	HEL2	7|5|2|3	1|1|0|0	-	4.25	3.44739230302	2.94608284399	0.87	0	0	na	na
P32494	NGG1	P15424	MSS116	7|5|1|10	1|1|1|1	-	5.75	3.32838206382	2.82350373968	0.69	0	0	na	na
P32494	NGG1	P53633	YIP3	1|2|1|2	2|2|2|2	-	1.5	0.838604591189	0.814278736871	0.01	0	0	na	na
P32494	NGG1	P53632	PAP2	2|2|4|4	0|0|0|0	-	3.0	4.06813800732	3.9005853323	0.88	0	0	na	na
P32494	NGG1	P32288	GLN1	3|1|3|1	13|16|11|15	-	2.0	0.20295949204	0.178966479081	0.0	0	0	na	na
P32494	NGG1	Q12309	CLF1	4|1|0|0	0|0|0|0	-	1.25	2.15271155427	1.74577619398	0.22	0	0	na	na
P32494	NGG1	Q00816	REG1	5|7|9|4	1|3|1|4	-	6.25	2.25264948252	1.89440833591	0.42	0	0	na	na
P32494	NGG1	Q02875	SYH1	8|7|9|5	2|2|4|3	-	7.25	2.21764707209	2.03127858759	0.42	0	0	na	na
P32494	NGG1	Q05029	BCH1	0|1|1|0	0|1|0|0	-	0.5	1.22739116719	1.08023468453	0.0	0	0	na	na
P32494	NGG1	P10869	HOM3	2|0|0|0	10|8|7|8	-	0.5	0.156305304584	0.132510101415	0.0	0	0	na	na
P32494	NGG1	Q05471	SWR1	3|2|5|1	0|0|0|0	-	2.75	3.80461414572	3.47944781223	0.65	1	1	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P07276	RAD2	1|0|1|0	6|9|9|11	-	0.5	0.153045693203	0.131767655534	0.0	0	0	na	na
P32494	NGG1	Q05672	RBS1	8|7|5|9	21|18|20|24	-	7.25	0.377372317251	0.355858776239	0.0	0	0	na	na
P32494	NGG1	P53040	TAF6	74|57|50|69	10|11|11|8	-	62.5	5.77339742532	5.48266896855	1.0	1	1	 || pubmed:14718168|pubmed:11777910|pubmed:9844640|pubmed:15657441|pubmed:9488488|pubmed:10788514|pubmed:11805826|pubmed:16554755|pubmed:12052880|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:14718168|pubmed:11777910|pubmed:9844640|pubmed:15657441|pubmed:9488488|pubmed:10788514|pubmed:11805826|pubmed:16554755|pubmed:12052880|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P25039	MEF1	1|0|0|0	0|0|0|1	-	0.25	0.969807506387	0.869525645634	0.0	0	0	na	na
P32494	NGG1	P40161	RTT106	4|6|6|5	0|0|0|0	-	5.25	6.3421157954	6.22871782533	1.0	0	0	na	na
P32494	NGG1	P40160	RIO2	18|20|21|17	0|0|0|0	-	19.0	20.2103649306	20.0330810494	1.0	0	0	na	na
P32494	NGG1	P07245	ADE3	30|28|24|15	35|48|38|42	-	24.25	0.604429757763	0.562400023351	0.0	0	0	na	na
P32494	NGG1	P11978	SIR4	0|0|0|1	2|0|0|1	-	0.25	0.711460276631	0.590942918242	0.0	0	0	na	na
P32494	NGG1	P07246	ADH3	1|0|1|1	15|12|16|13	-	0.75	0.116773308671	0.106979338649	0.0	0	0	na	na
P32494	NGG1	P07248	ADR1	23|22|19|31	17|15|11|14	-	23.75	1.62601075401	1.48567034734	0.01	0	0	na	na
P32494	NGG1	P14742	GFA1	6|6|11|7	78|76|75|76	-	7.5	0.112033551228	0.106087037712	0.0	0	0	na	na
P32494	NGG1	P40302	PRE5	5|3|4|5	16|15|15|15	-	4.25	0.322825568128	0.31490151152	0.0	0	0	na	na
P32494	NGG1	P38968	SEC31	4|6|7|1	20|15|20|20	-	4.5	0.283058949507	0.231465857701	0.0	0	0	na	na
P32494	NGG1	P40090	SCC4	3|3|6|7	0|0|1|0	-	4.75	4.71260587134	4.1622010539	0.95	0	0	na	na
P32494	NGG1	P38962	TVP23	1|1|0|1	0|0|1|1	-	0.75	1.15243583037	0.996935443586	0.0	0	0	na	na
P32494	NGG1	P40094	COG3	0|0|1|2	2|2|4|2	-	0.75	0.510566183642	0.433603210143	0.0	0	0	na	na
P32494	NGG1	P36124	SET3	13|7|8|9	0|0|0|0	-	9.25	10.1758233735	10.0528809218	1.0	0	0	na	na
P32494	NGG1	P36120	DBP7	1|1|0|0	0|0|0|0	-	0.5	1.4805373009	1.40000082677	0.0	0	0	na	na
P32494	NGG1	P15180	KRS1	12|3|4|7	52|49|55|48	-	6.5	0.140914981071	0.127755884133	0.0	0	0	na	na
P32494	NGG1	P36123	SAP190	9|7|5|8	7|8|6|7	-	7.25	1.02450484745	0.967195461667	0.0	0	0	na	na
P32494	NGG1	P30605	ITR1	0|0|0|1	8|10|5|11	-	0.25	0.131146028131	0.110365863837	0.0	0	0	na	na
P32494	NGG1	P0CX31;P0CX32	P0CX31;P0CX32	31|37|30|24	21|25|23|19	-	30.5	1.38107833132	1.32380957226	0.0	0	0	na	na
P32494	NGG1	P39960	BEM2	14|16|3|13	0|1|1|3	-	11.5	5.43066569637	4.05075885517	0.78	0	0	na	na
P32494	NGG1	P40541	IRR1	75|70|66|75	5|1|3|2	-	71.5	19.4259746418	16.7774001789	1.0	0	0	na	na
P32494	NGG1	P40547	VID28	0|0|2|0	0|1|0|0	-	0.5	1.24079092387	1.00572030224	0.19	0	0	na	na
P32494	NGG1	P40546	FAF1	14|20|16|20	0|1|0|0	-	17.5	15.0120211553	13.853971609	1.0	0	0	na	na
P32494	NGG1	P39966	PTC2	1|0|0|0	10|9|10|10	-	0.25	0.11372826477	0.106080165498	0.0	0	0	na	na
P32494	NGG1	P39969	BOI2	6|4|5|6	1|2|0|0	-	5.25	3.59131533539	3.12257742941	0.93	0	0	na	na
P32494	NGG1	P39968	VAC8	1|3|1|0	2|1|2|2	-	1.25	0.8225741217	0.665793056782	0.02	0	0	na	na
P32494	NGG1	P22696	ESS1	1|2|1|2	0|0|0|0	-	1.5	2.51736931808	2.46096005326	0.75	0	0	na	na
P32494	NGG1	P17119	KAR3	0|0|1|0	0|1|0|0	-	0.25	1.02159333497	0.905446329756	0.0	0	0	na	na
P32494	NGG1	P25348	MRPL32	1|1|0|1	0|0|1|0	-	0.75	1.39558259371	1.26025161886	0.0	0	0	na	na
P32494	NGG1	P38922	HRB1	20|19|13|22	17|19|18|11	-	18.5	1.13427834173	1.02833466504	0.0	0	0	na	na
P32494	NGG1	P0C074	YSF3	0|0|0|1	0|0|0|0	-	0.25	1.25358694936	1.19133421403	0.0	0	0	na	na
P32494	NGG1	P41057	RPS29A	16|19|16|14	9|12|13|8	-	16.25	1.51712324215	1.41956314613	0.05	0	0	na	na
P32494	NGG1	P25340	ERG4	0|0|1|0	0|0|3|0	-	0.25	0.736903094259	0.610435820171	0.0	0	0	na	na
P32494	NGG1	P25342	CDC10	3|2|3|0	17|24|22|22	-	2.0	0.134960186484	0.111217176692	0.0	0	0	na	na
P32494	NGG1	P25343	RVS161	2|1|1|0	25|20|13|17	-	1.0	0.0999706537329	0.0849331677287	0.0	0	0	na	na
P32494	NGG1	P38768	PIH1	5|4|5|4	11|10|8|11	-	4.5	0.500756945913	0.466256953718	0.0	0	0	na	na
P32494	NGG1	P0C2I5;Q12414	P0C2I5;Q12414	86|72|67|86	58|66|65|64	-	77.75	1.22633122146	1.19054266274	0.0	0	0	na	na
P32494	NGG1	P38764	RPN1	63|59|58|65	56|56|63|47	-	61.25	1.10968071448	1.06932864424	0.0	0	0	na	na
P32494	NGG1	P38766	RRM3	4|2|3|2	1|2|1|1	-	2.75	1.66247295148	1.56848648463	0.32	0	0	na	na
P32494	NGG1	Q06604	BSP1	2|7|0|2	1|1|0|0	-	2.75	2.50681281271	1.735794341	0.53	0	0	na	na
P32494	NGG1	P38144	ISW1	34|24|28|28	0|5|4|2	-	28.5	7.92350025502	6.3477173452	1.0	0	0	na	na
P32494	NGG1	P38792	RRP4	4|1|5|3	0|0|0|0	-	3.25	4.27936691247	3.94715259941	0.84	0	0	na	na
P32494	NGG1	P38121	POL12	8|1|2|0	0|0|0|0	-	2.75	3.59530169616	2.69464215301	0.47	0	0	na	na
P32494	NGG1	P38149	DUG2	13|11|11|6	2|1|1|0	-	10.25	5.66232331429	4.72032922241	0.97	0	0	na	na
P32494	NGG1	P51601	FOL2	31|32|19|24	3|2|0|2	-	26.5	9.91453882222	8.06765242572	1.0	0	0	na	na
P32494	NGG1	P16522	CDC23	1|2|2|0	0|0|0|0	-	1.25	2.28337432138	2.07207352765	0.39	0	0	na	na
P32494	NGG1	P16521	YEF3	28|26|27|25	51|40|53|46	-	26.5	0.570110466638	0.538973017993	0.0	0	0	na	na
P32494	NGG1	Q12522	TIF6	13|12|9|14	7|5|7|5	-	12.0	1.859804208	1.75710467821	0.05	0	0	na	na
P32494	NGG1	P30771	NAM7	4|3|2|4	12|11|10|14	-	3.25	0.330081617637	0.308489242007	0.0	0	0	na	na
P32494	NGG1	P49956	CTF18	2|1|1|0	2|1|2|5	-	1.0	0.558364407708	0.456759183733	0.0	0	0	na	na
P32494	NGG1	P49955	HSH155	2|1|0|2	0|1|0|1	-	1.25	1.46626866515	1.21254288074	0.38	0	0	na	na
P32494	NGG1	Q12510	CMR1	14|14|10|15	0|0|0|0	-	13.25	14.2631154732	14.1643149293	1.0	0	0	na	na
P32494	NGG1	Q12514	NOT5	2|5|2|4	22|23|21|16	-	3.25	0.200046564942	0.179711662814	0.0	0	0	na	na
P32494	NGG1	Q12515	PAR32	2|1|2|2	1|0|0|0	-	1.75	2.20665572954	2.03871940717	0.73	0	0	na	na
P32494	NGG1	Q12517	DCP1	1|0|0|0	2|2|1|1	-	0.25	0.490190283164	0.439058320318	0.0	0	0	na	na
P32494	NGG1	Q00402	NUM1	2|2|2|0	6|7|5|5	-	1.5	0.371631920157	0.323975936114	0.0	0	0	na	na
P32494	NGG1	P41058	RPS29B	22|20|19|22	20|17|19|14	-	20.75	1.18219100795	1.12460782444	0.0	0	0	na	na
P32494	NGG1	P0CX35;P0CX36	P0CX35;P0CX36	74|53|39|55	45|46|52|52	-	55.25	1.11950174701	1.07874416547	0.0	0	0	na	na
P32494	NGG1	Q04338	VTI1	0|0|1|3	0|1|2|2	-	1.0	0.901664306155	0.637729632296	0.1	0	0	na	na
P32494	NGG1	P29509	TRR1	3|2|2|3	2|2|2|2	-	2.5	1.16336446342	1.14814344812	0.01	0	0	na	na
P32494	NGG1	Q04336	YMR196W	2|5|3|3	27|31|27|32	-	3.25	0.142172683371	0.132265445464	0.0	0	0	na	na
P32494	NGG1	P35817	BDF1	25|27|26|27	1|3|2|0	-	26.25	11.1064047743	9.22907409621	1.0	0	0	na	na
P32494	NGG1	P18480	SNF5	8|8|3|9	17|17|15|22	-	7.0	0.421736326494	0.37899640209	0.0	0	0	na	na
P32494	NGG1	P0C0W1;Q3E7Y3	P0C0W1;Q3E7Y3	12|9|9|8	6|7|9|7	-	9.5	1.27209959054	1.20603621016	0.0	0	0	na	na
P32494	NGG1	P34078	LTV1	27|29|26|31	1|2|0|2	-	28.25	12.9925740085	10.9049690707	1.0	0	0	na	na
P32494	NGG1	P14906	SEC63	0|0|0|1	2|3|3|4	-	0.25	0.312223116112	0.273642614805	0.0	0	0	na	na
P32494	NGG1	P14907	NSP1	0|2|3|1	17|16|21|19	-	1.5	0.134243217288	0.112674144233	0.0	0	0	na	na
P32494	NGG1	P14904	APE1	3|4|0|3	15|13|12|14	-	2.5	0.238024958409	0.194826377029	0.0	0	0	na	na
P32494	NGG1	Q12149	RRP6	8|3|4|2	1|0|0|0	-	4.25	4.12972178453	3.61895248202	0.9	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P16639	ATE1	1|0|0|0	1|2|2|4	-	0.25	0.373612828359	0.316999177974	0.0	0	0	na	na
P32494	NGG1	P47019	ALB1	10|12|9|13	2|1|5|1	-	11.0	3.7482018786	3.28870409312	0.86	0	0	na	na
P32494	NGG1	P29478	SEC65	11|7|7|10	11|9|8|11	-	8.75	0.899739002894	0.838969710802	0.0	0	0	na	na
P32494	NGG1	P09547	SWI1	9|7|13|11	4|2|2|1	-	10.0	3.44269486581	2.97574400688	0.8	1	1	 || pubmed:9858534|pubmed:9343382 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9858534|pubmed:9343382 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P39706	SWD1	0|0|1|0	0|0|0|0	-	0.25	1.27317890202	1.20275605893	0.0	0	0	na	na
P32494	NGG1	P32458	CDC11	1|0|0|0	4|3|3|4	-	0.25	0.271117548899	0.248819574018	0.0	0	0	na	na
P32494	NGG1	Q00764	TPS1	11|4|6|5	14|20|22|13	-	6.5	0.407151437636	0.367016492734	0.0	0	0	na	na
P32494	NGG1	P32454	APE2	1|1|1|0	2|1|1|2	-	0.75	0.69785589575	0.625063736493	0.0	0	0	na	na
P32494	NGG1	Q04779	RCO1	0|1|0|0	0|0|0|0	-	0.25	1.25647921644	1.19304109921	0.0	0	0	na	na
P32494	NGG1	P32457	CDC3	4|2|1|2	23|22|25|24	-	2.25	0.130066578763	0.122070604632	0.0	0	0	na	na
P32494	NGG1	Q08287	NOP8	16|10|9|8	2|0|1|2	-	10.75	5.13382015067	4.24992060227	0.98	0	0	na	na
P32494	NGG1	Q08285	RRP40	3|0|0|0	1|2|0|0	-	0.75	0.959669322255	0.696434362394	0.16	0	0	na	na
P32494	NGG1	P17695	GRX2	1|0|0|1	1|1|2|3	-	0.5	0.533862082157	0.461573800627	0.0	0	0	na	na
P32494	NGG1	P32857	PTM1	0|0|1|0	1|1|1|1	-	0.25	0.636294382201	0.598050247437	0.0	0	0	na	na
P32494	NGG1	P32634	PMD1	2|1|0|2	5|4|4|3	-	1.25	0.443110996446	0.385820739358	0.0	0	0	na	na
P32494	NGG1	P53289	RTS3	2|3|1|0	1|0|0|0	-	1.5	1.99272529956	1.65721481111	0.58	0	0	na	na
P32494	NGG1	P46655	GUS1	13|8|6|4	36|43|33|30	-	7.75	0.236391431956	0.216153104752	0.0	0	0	na	na
P32494	NGG1	P46654	RPS0B	19|11|16|13	13|14|13|9	-	14.75	1.19199638113	1.09836640977	0.0	0	0	na	na
P32494	NGG1	P32639	BRR2	10|7|3|3	0|0|0|0	-	5.75	6.6162329138	6.12757064492	0.98	0	0	na	na
P32494	NGG1	P53738	TRM112	5|1|3|2	0|0|0|0	-	2.75	3.70348024352	3.46338990045	0.86	0	0	na	na
P32494	NGG1	P53739	FPK1	1|0|0|3	1|2|1|0	-	1.0	0.999894043438	0.719290704801	0.14	0	0	na	na
P32494	NGG1	P09032	GCD1	4|3|3|0	7|6|8|7	-	2.5	0.435498124937	0.357425929091	0.0	0	0	na	na
P32494	NGG1	Q01560	NPL3	23|23|27|25	24|29|23|24	-	24.5	0.990651835545	0.950209134371	0.0	0	0	na	na
P32494	NGG1	P53733	RSM19	1|1|1|0	0|0|0|0	-	0.75	1.75371620292	1.6838594769	0.0	0	0	na	na
P32494	NGG1	P53734	DBP6	8|8|8|9	1|1|0|0	-	8.25	6.22385589973	5.58623778662	1.0	0	0	na	na
P32494	NGG1	P08524	ERG20	2|1|1|1	3|5|7|5	-	1.25	0.372516038381	0.332126649631	0.0	0	0	na	na
P32494	NGG1	P43535	GCN20	3|1|3|0	36|35|31|24	-	1.75	0.0847468604067	0.0688937574032	0.0	0	0	na	na
P32494	NGG1	P07244	ADE5,7	3|2|2|0	44|41|50|37	-	1.75	0.0621891102128	0.0540241949732	0.0	0	0	na	na
P32494	NGG1	P27692	SPT5	76|74|62|67	29|26|27|20	-	69.75	2.6825292893	2.53652726721	0.54	0	0	na	na
P32494	NGG1	Q04673	SSL1	1|1|1|0	1|0|0|0	-	0.75	1.4030709186	1.26300482951	0.0	0	0	na	na
